"Sed_ID";"2000";"500";"250";"63";"0";"sedID";"Sediment";"Texture";"D50(um)";"Mean.fw.phi";"Mean.fw.um";"Sand";"mud";"sed_Id";"Sed_class1";"Sed_class"
3088;0.12;9.67;42.72;47.14;0.35;"X3088";"Fine Sand,Poorly Sorted,Fine Skewed,Mesokurtic";"Slightly Gravelly Sand";260.391;2.138;198.959;99.527;0.351;"3088";"Fine Sand";"Fine Sand"
3093;0.08;0.12;0.79;92.6;6.4;"X3093";"Very Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Slightly Gravelly Sand";120.552;3.052;51.233;93.519;6.4;"3093";"Very Fine Sand";"Very Fine Sand"
3094;0;1.84;9.22;81.01;7.92;"X3094";"Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Sand";128.896;2.956;57.07;92.076;7.924;"3094";"Fine Sand";"Fine Sand"
3095;0;0.91;6.75;90.64;1.7;"X3095";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";131.322;2.929;62.101;98.304;1.696;"3095";"Fine Sand";"Fine Sand"
3099;0;0.11;11.02;87.19;1.67;"X3099";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";135.248;2.886;65.618;98.327;1.673;"3099";"Fine Sand";"Fine Sand"
3104;0.01;0.18;0.7;94.88;4.22;"X3104";"Very Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Slightly Gravelly Sand";122.498;3.029;53.617;95.761;4.224;"3104";"Very Fine Sand";"Very Fine Sand"
3105;0;8.06;13.68;70.9;7.36;"X3105";"Fine Sand,Poorly Sorted,Symmetrical,Very Leptokurtic";"Sand";144.321;2.706;74.645;92.638;7.362;"3105";"Fine Sand";"Fine Sand"
3106;0;0.21;1.9;95.22;2.66;"X3106";"Very Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";124.998;3;56.271;97.335;2.665;"3106";"Very Fine Sand";"Very Fine Sand"
3109;0.17;3.33;36.4;56.11;3.99;"X3109";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Slightly Gravelly Sand";195.068;2.421;121.021;95.844;3.988;"3109";"Fine Sand";"Fine Sand"
3110;0;1.05;2.82;80.96;15.16;"X3110";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";114.002;3.133;42.842;84.836;15.164;"3110";"Very Fine Sand";"Very Fine Sand"
3111;0.08;1.28;13.05;83.94;1.65;"X3111";"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Slightly Gravelly Sand";139.357;2.843;69.394;98.269;1.653;"3111";"Fine Sand";"Fine Sand"
3112;0.08;0.47;1.84;87.76;9.85;"X3112";"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Slightly Gravelly Sand";118.354;3.079;48.175;90.067;9.851;"3112";"Very Fine Sand";"Very Fine Sand"
3113;0;0.36;12.41;85.38;1.85;"X3113";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";137.066;2.867;67.181;98.149;1.851;"3113";"Fine Sand";"Fine Sand"
3114;0;0.2;5.85;93.08;0.87;"X3114";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";130.402;2.939;61.645;99.13;0.87;"3114";"Fine Sand";"Fine Sand"
3115;0;0;9.85;86.21;3.94;"X3115";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";131.575;2.926;61.285;96.063;3.937;"3115";"Fine Sand";"Fine Sand"
3116;0;1.42;9.05;81;8.52;"X3116";"Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Sand";127.595;2.97;55.733;91.475;8.525;"3116";"Fine Sand";"Fine Sand"
3117;0.04;38;44.7;17.2;0.06;"X3117";"Medium Sand,Poorly Sorted,Coarse Skewed,Leptokurtic";"Slightly Gravelly Sand";415.358;1.084;974.156;99.898;0.058;"3117";"Medium Sand";"Medium Sand"
3118;0.11;33.64;50.37;15.81;0.07;"X3118";"Medium Sand,Poorly Sorted,Coarse Skewed,Leptokurtic";"Slightly Gravelly Sand";399.829;1.088;1014.183;99.816;0.071;"3118";"Medium Sand";"Medium Sand"
3126;0;0.06;3.58;91.7;4.66;"X3126";"Very Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";124.533;3.005;55.085;95.337;4.663;"3126";"Very Fine Sand";"Very Fine Sand"
3127;0;0;2.64;95.41;1.95;"X3127";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";126.131;2.987;57.504;98.051;1.949;"3127";"Fine Sand";"Fine Sand"
3129;0;1.25;9.81;82.05;6.89;"X3129";"Fine Sand,Poorly Sorted,Fine Skewed,Leptokurtic";"Sand";129.965;2.944;58.465;93.107;6.893;"3129";"Fine Sand";"Fine Sand"
3130;0;0.3;1.2;96.5;2;"X3130";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";125.051;2.999;56.571;97.998;2.002;"3130";"Fine Sand";"Fine Sand"
3136;0;0.23;14.62;70.3;14.85;"X3136";"Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Muddy Sand";125.499;2.994;50.56;85.148;14.852;"3136";"Fine Sand";"Fine Sand"
3137;0;0.15;6.99;77.76;15.11;"X3137";"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Muddy Sand";116.934;3.096;44.74;84.89;15.11;"3137";"Very Fine Sand";"Very Fine Sand"
3140;0;0.3;0.68;95.88;3.15;"X3140";"Very Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";123.553;3.017;54.887;96.851;3.149;"3140";"Very Fine Sand";"Very Fine Sand"
3141;0;0.5;0.61;95.51;3.39;"X3141";"Very Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";123.449;3.018;54.71;96.611;3.389;"3141";"Very Fine Sand";"Very Fine Sand"
3142;0;0.16;0.24;96.58;3.02;"X3142";"Very Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";123.17;3.021;54.621;96.979;3.021;"3142";"Very Fine Sand";"Very Fine Sand"
3143;0;0.42;4.65;92.68;2.25;"X3143";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";128.155;2.964;59.108;97.747;2.253;"3143";"Fine Sand";"Fine Sand"
3144;0;0.4;0.91;92.72;5.97;"X3144";"Very Fine Sand,Moderately Sorted,Fine Skewed,Mesokurtic";"Sand";121.219;3.044;51.92;94.027;5.973;"3144";"Very Fine Sand";"Very Fine Sand"
3145;0;0.07;0.59;77.87;21.48;"X3145";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";104.372;3.725;13.069;78.52;21.48;"3145";"Very Fine Sand";"Very Fine Sand"
3146;0;0.15;7.38;66.01;26.47;"X3146";"Very Fine Sand,Very Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";102.983;3.967;7.416;73.534;26.466;"3146";"Very Fine Sand";"Very Fine Sand"
3149;0;0.11;0.34;94.11;5.43;"X3149";"Very Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";121.007;3.047;51.965;94.565;5.435;"3149";"Very Fine Sand";"Very Fine Sand"
3150;0;0;0.24;74.86;24.9;"X3150";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";100.018;3.959;8.13;75.104;24.896;"3150";"Very Fine Sand";"Very Fine Sand"
3151;0;0;6.42;90.4;3.18;"X3151";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";128.637;2.959;59.125;96.821;3.179;"3151";"Fine Sand";"Fine Sand"
3153;0;0;5.22;92.02;2.76;"X3153";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";127.836;2.968;58.624;97.241;2.759;"3153";"Fine Sand";"Fine Sand"
3155;0;0.18;2.55;93.74;3.53;"X3155";"Very Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";124.752;3.003;55.724;96.466;3.534;"3155";"Very Fine Sand";"Very Fine Sand"
3159;0;0.22;1.93;93.09;4.76;"X3159";"Very Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";123.107;3.022;53.897;95.244;4.756;"3159";"Very Fine Sand";"Very Fine Sand"
3160;0;0.23;1.34;80.4;18.03;"X3160";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";108.994;3.406;24.942;81.975;18.025;"3160";"Very Fine Sand";"Very Fine Sand"
3174;0;0.36;8.3;86.71;4.63;"X3174";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";129.583;2.948;59.265;95.369;4.631;"3174";"Fine Sand";"Fine Sand"
3175;0;0.68;30.47;68.21;0.64;"X3175";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";170.805;2.531;103.715;99.361;0.639;"3175";"Fine Sand";"Fine Sand"
3178;0.06;0.65;11.48;84.68;3.13;"X3178";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Slightly Gravelly Sand";135.096;2.888;64.755;96.809;3.131;"3178";"Fine Sand";"Fine Sand"
3181;0;0.32;5.79;92.66;1.24;"X3181";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";130.129;2.942;61.25;98.763;1.237;"3181";"Fine Sand";"Fine Sand"
3182;0;0.01;19.58;79.77;0.64;"X3182";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";147.819;2.727;79.804;99.356;0.644;"3182";"Fine Sand";"Fine Sand"
3183;0;1.04;14.38;83.85;0.74;"X3183";"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";141.591;2.82;71.989;99.264;0.736;"3183";"Fine Sand";"Fine Sand"
3184;0;1.2;10.4;87.14;1.26;"X3184";"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";136.198;2.876;66.685;98.743;1.257;"3184";"Fine Sand";"Fine Sand"
3188;0;1.23;9.16;88.87;0.74;"X3188";"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";135.258;2.886;66.075;99.263;0.737;"3188";"Fine Sand";"Fine Sand"
3189;0;2.97;6.82;89.22;0.99;"X3189";"Fine Sand,Moderately Sorted,Coarse Skewed,Mesokurtic";"Sand";134.326;2.896;65.107;99.008;0.992;"3189";"Fine Sand";"Fine Sand"
3191;0;0.51;11.13;87.46;0.91;"X3191";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";136.566;2.872;67.194;99.094;0.906;"3191";"Fine Sand";"Fine Sand"
3192;0;0.02;10.49;88.74;0.75;"X3192";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";135.37;2.885;66.17;99.247;0.753;"3192";"Fine Sand";"Fine Sand"
3193;0;3.8;21.03;74.29;0.88;"X3193";"Fine Sand,Moderately Sorted,Coarse Skewed,Platykurtic";"Sand";156.725;2.613;90.734;99.124;0.876;"3193";"Fine Sand";"Fine Sand"
3196;0;18.21;37.39;43.86;0.54;"X3196";"Medium Sand,Poorly Sorted,Symmetrical,Mesokurtic";"Sand";277.359;1.965;238.461;99.457;0.543;"3196";"Medium Sand";"Medium Sand"
3197;0;6.13;50.67;36.57;6.63;"X3197";"Fine Sand,Poorly Sorted,Very Fine Skewed,Leptokurtic";"Sand";274.352;2.18;186.657;93.365;6.635;"3197";"Fine Sand";"Fine Sand"
3199;0;9.72;30.15;59.31;0.82;"X3199";"Fine Sand,Poorly Sorted,Coarse Skewed,Mesokurtic";"Sand";197.549;2.343;133.958;99.181;0.819;"3199";"Fine Sand";"Fine Sand"
3200;0;9.25;34.97;54.47;1.31;"X3200";"Fine Sand,Poorly Sorted,Symmetrical,Mesokurtic";"Sand";216.004;2.285;149.827;98.695;1.305;"3200";"Fine Sand";"Fine Sand"
3201;0;13.22;34.44;51.64;0.71;"X3201";"Fine Sand,Poorly Sorted,Symmetrical,Mesokurtic";"Sand";234.807;2.19;173.306;99.287;0.713;"3201";"Fine Sand";"Fine Sand"
3202;0;11.18;38.57;49.87;0.39;"X3202";"Fine Sand,Poorly Sorted,Symmetrical,Mesokurtic";"Sand";248.223;2.167;185.635;99.609;0.391;"3202";"Fine Sand";"Fine Sand"
3213;0;0.35;0.89;88.3;10.47;"X3213";"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Muddy Sand";116.776;3.098;46.79;89.533;10.467;"3213";"Very Fine Sand";"Very Fine Sand"
3214;0;0.14;1.88;82.66;15.32;"X3214";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";112.333;3.154;41.723;84.684;15.316;"3214";"Very Fine Sand";"Very Fine Sand"
3215;0.08;2.74;3.76;92.31;1.11;"X3215";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Slightly Gravelly Sand";130.72;2.935;61.823;98.812;1.113;"3215";"Fine Sand";"Fine Sand"
3220;0;1.06;4.47;89.38;5.09;"X3220";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";125.934;2.989;56.043;94.912;5.088;"3220";"Fine Sand";"Fine Sand"
3221;0;0.24;0.58;84.56;14.62;"X3221";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";112.145;3.157;41.914;85.376;14.624;"3221";"Very Fine Sand";"Very Fine Sand"
3222;0;1.3;3.42;92.26;3.03;"X3222";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";127.089;2.976;57.877;96.97;3.03;"3222";"Fine Sand";"Fine Sand"
3225;0;0.76;2.89;89.5;6.85;"X3225";"Very Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Sand";122.448;3.03;52.516;93.154;6.846;"3225";"Very Fine Sand";"Very Fine Sand"
3227;0;0.16;5.4;90.25;4.18;"X3227";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";126.827;2.979;57.169;95.815;4.185;"3227";"Fine Sand";"Fine Sand"
3229;0;0.38;2.94;88.59;8.09;"X3229";"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Sand";120.921;3.048;50.817;91.905;8.095;"3229";"Very Fine Sand";"Very Fine Sand"
3230;0.26;10.01;12;58.7;19.02;"X3230";"Very Fine Sand,Very Poorly Sorted,Fine Skewed,Very Leptokurtic";"Slightly Gravelly Muddy Sand";130.393;3.12;30.136;80.715;19.02;"3230";"Very Fine Sand";"Very Fine Sand"
3234;0;0.36;0.31;97.49;1.84;"X3234";"Very Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";124.476;3.006;56.15;98.164;1.836;"3234";"Very Fine Sand";"Very Fine Sand"
3236;0;0.17;3.7;83.45;12.68;"X3236";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";116.688;3.099;45.758;87.318;12.682;"3236";"Very Fine Sand";"Very Fine Sand"
3237;0;0.45;0.69;95.02;3.83;"X3237";"Very Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";123.071;3.022;54.23;96.165;3.835;"3237";"Very Fine Sand";"Very Fine Sand"
3244;0;19.68;33.72;46.11;0.49;"X3244";"Medium Sand,Poorly Sorted,Symmetrical,Mesokurtic";"Sand";268.106;1.948;232.38;99.507;0.493;"3244";"Medium Sand";"Medium Sand"
3245;0;0.75;8.03;91.19;0.03;"X3245";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";134.068;2.899;65.308;99.965;0.035;"3245";"Fine Sand";"Fine Sand"
3247;0;1.1;5.65;93.06;0.19;"X3247";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";131.743;2.924;63.129;99.808;0.192;"3247";"Fine Sand";"Fine Sand"
3249;0;0.44;6.9;91.95;0.7;"X3249";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";131.9;2.922;63.049;99.295;0.705;"3249";"Fine Sand";"Fine Sand"
3250;0;0.45;12.85;86.7;0;"X3250";"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";139.494;2.842;70.383;100;0;"3250";"Fine Sand";"Fine Sand"
3251;0;0.51;3.4;93.83;2.26;"X3251";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";127.031;2.977;58.145;97.741;2.259;"3251";"Fine Sand";"Fine Sand"
3253;0;0.47;7.87;91.63;0.03;"X3253";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";133.595;2.904;64.878;99.969;0.031;"3253";"Fine Sand";"Fine Sand"
3254;0;0.08;2.51;75.67;21.75;"X3254";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";105.397;3.725;12.814;78.25;21.75;"3254";"Very Fine Sand";"Very Fine Sand"
3255;0;0.28;6.19;91.57;1.96;"X3255";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";129.82;2.945;60.668;98.035;1.965;"3255";"Fine Sand";"Fine Sand"
3257;0;0.18;3.16;94.72;1.94;"X3257";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";126.773;2.98;58.053;98.056;1.944;"3257";"Fine Sand";"Fine Sand"
3258;0;0.11;0.91;95.62;3.36;"X3258";"Very Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";123.405;3.019;54.687;96.644;3.356;"3258";"Very Fine Sand";"Very Fine Sand"
3260;0;0.72;2.48;94.94;1.87;"X3260";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";126.716;2.98;58.034;98.133;1.867;"3260";"Fine Sand";"Fine Sand"
3261;0;0.98;4.67;93.94;0.41;"X3261";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";130.412;2.939;61.845;99.588;0.412;"3261";"Fine Sand";"Fine Sand"
3269;0;0;13.81;77.77;8.42;"X3269";"Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Sand";131.632;2.925;58.981;91.578;8.422;"3269";"Fine Sand";"Fine Sand"
3272;0;0.28;7.84;91.53;0.34;"X3272";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";133.071;2.91;64.263;99.658;0.342;"3272";"Fine Sand";"Fine Sand"
3275;0;0.34;1.16;91.93;6.57;"X3275";"Very Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Sand";120.82;3.049;51.372;93.431;6.569;"3275";"Very Fine Sand";"Very Fine Sand"
3278;0;0.02;2.38;84.93;12.66;"X3278";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";115.481;3.114;44.955;87.341;12.659;"3278";"Very Fine Sand";"Very Fine Sand"
3279;0;0.32;1.8;81.47;16.42;"X3279";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";111.199;3.216;36.723;83.584;16.416;"3279";"Very Fine Sand";"Very Fine Sand"
3280;0;0.06;1.35;91.65;6.94;"X3280";"Very Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Sand";120.383;3.054;50.886;93.056;6.944;"3280";"Very Fine Sand";"Very Fine Sand"
3282;0;0.03;5.53;92.88;1.57;"X3282";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";129.27;2.952;60.359;98.433;1.567;"3282";"Fine Sand";"Fine Sand"
3284;0;0.12;0.4;98.43;1.05;"X3284";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";125.022;3;56.902;98.945;1.055;"3284";"Fine Sand";"Fine Sand"
3285;0;0.33;7.15;84.22;8.3;"X3285";"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Sand";124.664;3.004;53.575;91.704;8.296;"3285";"Very Fine Sand";"Very Fine Sand"
3286;0;0;5.49;92.95;1.56;"X3286";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";129.213;2.952;60.312;98.44;1.56;"3286";"Fine Sand";"Fine Sand"
3287;0;0.75;26;72.16;1.09;"X3287";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";160.36;2.602;93.099;98.911;1.089;"3287";"Fine Sand";"Fine Sand"
3294;0;4.36;37.56;57.89;0.19;"X3294";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";206.246;2.344;139.88;99.809;0.191;"3294";"Fine Sand";"Fine Sand"
3295;0;4.34;29.25;66.06;0.35;"X3295";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";177.494;2.47;112.184;99.647;0.353;"3295";"Fine Sand";"Fine Sand"
3296;0;1.67;28.2;69.71;0.42;"X3296";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";167.903;2.542;101.585;99.579;0.421;"3296";"Fine Sand";"Fine Sand"
3299;0;0.8;23.05;76.08;0.08;"X3299";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";155.637;2.639;89.157;99.918;0.082;"3299";"Fine Sand";"Fine Sand"
3301;0;2.38;31.51;63.81;2.3;"X3301";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";176.521;2.499;107.381;97.698;2.302;"3301";"Fine Sand";"Fine Sand"
3306;0;0.86;19.25;79.58;0.31;"X3306";"Fine Sand,Moderately Sorted,Coarse Skewed,Platykurtic";"Sand";148.96;2.71;81.491;99.687;0.313;"3306";"Fine Sand";"Fine Sand"
3312;0;1.11;27.67;71.13;0.09;"X3312";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";165.712;2.558;99.594;99.91;0.09;"3312";"Fine Sand";"Fine Sand"
3315;0;28.26;52.38;19.15;0.2;"X3315";"Medium Sand,Poorly Sorted,Symmetrical,Very Leptokurtic";"Sand";375.014;1.299;714.274;99.796;0.204;"3315";"Medium Sand";"Medium Sand"
3316;0;10.53;53.29;36.11;0.07;"X3316";"Medium Sand,Poorly Sorted,Fine Skewed,Leptokurtic";"Sand";299.215;1.985;268.35;99.929;0.071;"3316";"Medium Sand";"Medium Sand"
3317;0;4.88;38.94;56.16;0.01;"X3317";"Fine Sand,Moderately Sorted,Fine Skewed,Platykurtic";"Sand";214.837;2.309;148.88;99.986;0.014;"3317";"Fine Sand";"Fine Sand"
3321;0.01;8.67;32.96;58.03;0.32;"X3321";"Fine Sand,Poorly Sorted,Symmetrical,Mesokurtic";"Slightly Gravelly Sand";205.019;2.32;141.342;99.668;0.319;"3321";"Fine Sand";"Fine Sand"
3322;0;25.61;38.28;35.92;0.19;"X3322";"Medium Sand,Poorly Sorted,Symmetrical,Mesokurtic";"Sand";321.517;1.667;350.789;99.812;0.188;"3322";"Medium Sand";"Medium Sand"
3336;0;0.03;14.27;85.54;0.16;"X3336";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";140.643;2.83;71.392;99.838;0.162;"3336";"Fine Sand";"Fine Sand"
3337;0;0.34;2.06;78.34;19.26;"X3337";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";108.191;3.52;19.57;80.736;19.264;"3337";"Very Fine Sand";"Very Fine Sand"
3338;0;0.36;6.27;91.81;1.56;"X3338";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";130.365;2.939;61.318;98.438;1.562;"3338";"Fine Sand";"Fine Sand"
3339;0;0.22;6.06;90.91;2.81;"X3339";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";128.833;2.956;59.451;97.186;2.814;"3339";"Fine Sand";"Fine Sand"
3340;0;0.63;8.86;74.82;15.69;"X3340";"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Muddy Sand";118.534;3.077;45.46;84.312;15.688;"3340";"Very Fine Sand";"Very Fine Sand"
3345;0;2.87;68.93;28.01;0.19;"X3345";"Medium Sand,Moderately Sorted,Very Fine Skewed,Leptokurtic";"Sand";311.287;1.913;324.324;99.811;0.189;"3345";"Medium Sand";"Medium Sand"
3348;0;3.04;27.69;68.36;0.91;"X3348";"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";169.522;2.526;103.142;99.094;0.906;"3348";"Fine Sand";"Fine Sand"
3349;0;1.71;11.29;81.89;5.11;"X3349";"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";134.108;2.899;62.859;94.887;5.113;"3349";"Fine Sand";"Fine Sand"
3350;0;6.62;28.23;56.04;9.12;"X3350";"Fine Sand,Poorly Sorted,Fine Skewed,Leptokurtic";"Sand";172.204;2.538;94.445;90.88;9.12;"3350";"Fine Sand";"Fine Sand"
3360;0;1.02;13.86;72.78;12.35;"X3360";"Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Muddy Sand";128.546;2.96;54.287;87.655;12.345;"3360";"Fine Sand";"Fine Sand"
3363;0.1;0.55;2.5;96.52;0.33;"X3363";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Slightly Gravelly Sand";128.048;2.965;59.79;99.57;0.333;"3363";"Fine Sand";"Fine Sand"
3364;0;0.3;4.28;95.43;0;"X3364";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";129.711;2.947;61.39;100;0;"3364";"Fine Sand";"Fine Sand"
3366;0;0.42;3.26;74.02;22.3;"X3366";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";105.525;3.754;11.955;77.7;22.3;"3366";"Very Fine Sand";"Very Fine Sand"
3373;0;1.77;13.64;84.15;0.44;"X3373";"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";141.872;2.817;72.419;99.561;0.439;"3373";"Fine Sand";"Fine Sand"
3377;0;1.35;10.44;87.19;1.02;"X3377";"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";136.65;2.871;67.217;98.981;1.019;"3377";"Fine Sand";"Fine Sand"
3379;0;0.34;3.03;93.15;3.48;"X3379";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";125.398;2.995;56.281;96.523;3.477;"3379";"Fine Sand";"Fine Sand"
3380;0;0.02;4.96;90.37;4.66;"X3380";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";125.802;2.991;56.122;95.344;4.656;"3380";"Fine Sand";"Fine Sand"
3389;0;0;1.46;97.16;1.38;"X3389";"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";125.565;2.993;57.241;98.616;1.384;"3389";"Fine Sand";"Fine Sand"
3394;0;1.36;2.17;75.76;20.71;"X3394";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";107.347;3.634;15.321;79.294;20.706;"3394";"Very Fine Sand";"Very Fine Sand"
3396;0;0.13;2.21;92.33;5.33;"X3396";"Very Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";122.728;3.026;53.364;94.67;5.33;"3396";"Very Fine Sand";"Very Fine Sand"
3400;0;0.29;0.98;93.22;5.51;"X3400";"Very Fine Sand,Moderately Sorted,Fine Skewed,Mesokurtic";"Sand";121.621;3.04;52.416;94.487;5.513;"3400";"Very Fine Sand";"Very Fine Sand"
3405;0;0.89;2.92;77.56;18.62;"X3405";"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";110.038;3.443;22.622;81.384;18.616;"3405";"Very Fine Sand";"Very Fine Sand"
