"Point";"Day";"Radius";"Class_1";"Class_2";"Class_3";"c_water";"c_mcrph";"c_shlls";"c_rocks";"c_chnnl";"c_uca";"uc_dnst";"greenss";"mangrov";"obs";"obs2";"Island";"site";"Sed_ID";"X2000";"X500";"X250";"X63";"X0";"Sedimnt";"Texture";"D50_um_";"Mn_fw_p";"Mn_fw_m";"Sand";"mud";"Sd_clss";"Sd_cls1";"Clss_22";"Clss_11";"Class_22";"Clss_33";"covr_vr";"cvr_vr1";"cvr_vrA";"cvr_sd_f";"cvr_sd_g";"WB";"WD";"rocks";"macro";"shells";"sedmnt0";"bsed";"bsed1";"uca"
"3633";"04/03/2020";"10";"dry";"beach_sand";"uca";0;0;0;0;0;"100";"H";"N";"N";NA;NA;"Canogo";"canogo";"3633";0;0.94;11.54;85.8;1.71;"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";136.849;2.869;67.055;98.291;1.709;"Fine Sand";"Fine Sand";"beach_sand";"dry";"beach_sand";"uca";"uca";"uca";"uca";"uca_beach_sand";"uca_Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"3634";"04/03/2020";"10";"dry";"beach_sand";"uca";0;0;0;0;0;"100";"H";"N";"N";NA;NA;"Canogo";"canogo";"3633";0;0.94;11.54;85.8;1.71;"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";136.849;2.869;67.055;98.291;1.709;"Fine Sand";"Fine Sand";"beach_sand";"dry";"beach_sand";"uca";"uca";"uca";"uca";"uca_beach_sand";"uca_Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"3635";"04/03/2020";"10";"dry";"beach_sand";"uca";0;0;0;0;0;"100";"H";"N";"N";NA;NA;"Canogo";"canogo";"3633";0;0.94;11.54;85.8;1.71;"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";136.849;2.869;67.055;98.291;1.709;"Fine Sand";"Fine Sand";"beach_sand";"dry";"beach_sand";"uca";"uca";"uca";"uca";"uca_beach_sand";"uca_Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"3636";"04/03/2020";"5";"dry";"sand";"uca";0;0;0;0;0;"100";"H";"N";"N";"uca grande, areia muito escura e textura";NA;"Canogo";"canogo";"3636";0;0.27;5.76;86.98;6.98;"Very Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Sand";124.561;3.005;54.105;93.019;6.981;"Very Fine Sand";"Very Fine Sand";"sand";"dry";"sand";"uca";"uca";"uca";"uca";"uca_sand";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"3637";"04/03/2020";"5";"dry";"sand";"uca";0;0;0;0;0;"100";"H";"N";"N";"uca grande, areia muito escura e textura";NA;"Canogo";"canogo";"3636";0;0.27;5.76;86.98;6.98;"Very Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Sand";124.561;3.005;54.105;93.019;6.981;"Very Fine Sand";"Very Fine Sand";"sand";"dry";"sand";"uca";"uca";"uca";"uca";"uca_sand";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"3638";"04/03/2020";"5";"dry";"sand";"uca";0;0;0;0;0;"100";"H";"N";"N";"uca grande, areia muito escura e textura";NA;"Canogo";"canogo";"3636";0;0.27;5.76;86.98;6.98;"Very Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Sand";124.561;3.005;54.105;93.019;6.981;"Very Fine Sand";"Very Fine Sand";"sand";"dry";"sand";"uca";"uca";"uca";"uca";"uca_sand";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"3639";"04/03/2020";"5";"dry";"sand";"uca";0;0;0;0;0;"100";"H";"N";"N";"uca escura";NA;"Canogo";"canogo";"3639";0;1.14;11.4;83.41;4.05;"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";134.611;2.893;63.855;95.948;4.052;"Fine Sand";"Fine Sand";"sand";"dry";"sand";"uca";"uca";"uca";"uca";"uca_sand";"uca_Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"3640";"04/03/2020";"5";"dry";"sand";"uca";0;0;0;0;0;"100";"H";"N";"N";"uca escura";NA;"Canogo";"canogo";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sand";"dry";"sand";"uca";"uca";"uca";"uca";"uca_sand";"uca_NA";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"3641";"04/03/2020";"5";"dry";"sand";"uca";0;0;0;0;0;"100";"H";"N";"N";"uca escura";NA;"Canogo";"canogo";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sand";"dry";"sand";"uca";"uca";"uca";"uca";"uca_sand";"uca_NA";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"36410";"03/03/2020";"5";"wet";"mud";"uca";5;0;0;0;0;"100";"H";"N";"N";"uca clara";NA;"Mosquitos";"mosquitos";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"mud";"wet";"mud";"uca";"uca";"uca";"uca";"uca_mud";"uca_NA";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"3642";"04/03/2020";"20";"dry";"sand";"uca";0;0;0;0;0;"100";"H";"N";"N";"uca escura";NA;"Canogo";"canogo";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sand";"dry";"sand";"uca";"uca";"uca";"uca";"uca_sand";"uca_NA";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"3643";"04/03/2020";"15";"dry";"mud";"uca";0;0;0;0;0;"100";"H";"N";"N";"uca muito escura";NA;"Canogo";"canogo";"3643";0;0.67;2.61;72.42;24.3;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";102.743;3.891;9.06;75.697;24.303;"Very Fine Sand";"Very Fine Sand";"mud";"dry";"mud";"uca";"uca";"uca";"uca";"uca_mud";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"3644";"04/03/2020";"20";"dry";"mud";NA;0;0;0;0;0;"0";NA;"N";"N";NA;NA;"Canogo";"canogo";"3644";0;1.06;3.29;58.47;37.19;"Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic";"Muddy Sand";85.22;4.454;2.874;62.815;37.185;"Very Coarse Silt";"Very Coarse Silt";"mud";"dry";"mud";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_mud";"bare_sediment_Very Coarse Silt";"dry";"dry";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3645";"04/03/2020";"30";"dry";"mud";NA;0;0;0;0;0;"0";NA;"N";"N";NA;NA;"Canogo";"canogo";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"mud";"dry";"mud";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_mud";"bare_sediment_NA";"dry";"dry";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3651";"05/03/2020";"15";"wet";"mud";"uca";15;0;0;0;0;"100";"H";"N";"N";NA;NA;"Bubaque";"banco_grande_sul";"3651";0;0.26;1.38;80.12;18.24;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";108.802;3.428;23.846;81.762;18.238;"Very Fine Sand";"Very Fine Sand";"mud";"wet";"mud";"uca";"uca";"uca";"uca";"uca_mud";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"36510";"03/03/2020";"20";"wet";"sand";NA;15;0;0;0;0;"0";NA;"N";"N";NA;NA;"Mosquitos";"mosquitos";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sand";"wet";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_NA";"dry";"dry";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3652";"05/03/2020";"15";"wet";"mud";"uca";15;0;0;0;0;"100";"H";"N";"N";NA;NA;"Bubaque";"banco_grande_sul";"3651";0;0.26;1.38;80.12;18.24;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";108.802;3.428;23.846;81.762;18.238;"Very Fine Sand";"Very Fine Sand";"mud";"wet";"mud";"uca";"uca";"uca";"uca";"uca_mud";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"3653";"05/03/2020";"20";"wet";"muddy_sand";NA;75;0;0;0;0;"0";NA;"N";"N";NA;NA;"Bubaque";"banco_grande_sul";"3653";0;0.19;0.87;90.15;8.8;"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Sand";118.288;3.08;48.567;91.203;8.797;"Very Fine Sand";"Very Fine Sand";"muddy_sand";"wet";"muddy_sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_muddy_sand";"bare_sediment_Very Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3654";"05/03/2020";"20";"wet";"muddy_sand";NA;75;0;0;0;0;"0";NA;"N";"N";NA;NA;"Bubaque";"banco_grande_sul";"3653";0;0.19;0.87;90.15;8.8;"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Sand";118.288;3.08;48.567;91.203;8.797;"Very Fine Sand";"Very Fine Sand";"muddy_sand";"wet";"muddy_sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_muddy_sand";"bare_sediment_Very Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3655";"05/03/2020";"5";"wet";"mud";"macroalgae";0;70;0;0;0;"30";"H";"S";"N";"green and brown algae";NA;"Bubaque";"banco_grande_sul";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"mud";"wet";"mud";"macroalgae";"macroalgae";"macroalgae";"macroalgae";"macroalgae";"macroalgae";"dry";"dry";"other";"macroalgae";"other";NA;"other";"other";"other"
"3656";"05/03/2020";"20";"wet";"sandy_mud";NA;70;0;0;0;0;"0";NA;"N";"N";NA;NA;"Bubaque";"banco_grande_sul";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sandy_mud";"wet";"sandy_mud";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sandy_mud";"bare_sediment_NA";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3657";"05/03/2020";"80";"wet";"mud";"uca";15;0;0;0;10;"100";"H";"N";"N";NA;NA;"Bubaque";"banco_grande_sul";"3651";0;0.26;1.38;80.12;18.24;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";108.802;3.428;23.846;81.762;18.238;"Very Fine Sand";"Very Fine Sand";"mud";"wet";"mud";"uca";"uca";"uca";"uca";"uca_mud";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"3658";"05/03/2020";"20";"wet";"mud";"uca";0;0;0;0;0;"100";"H";"N";"N";"algum verdete mas pouco";NA;"Bubaque";"banco_grande_sul";"3651";0;0.26;1.38;80.12;18.24;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";108.802;3.428;23.846;81.762;18.238;"Very Fine Sand";"Very Fine Sand";"mud";"wet";"mud";"uca";"uca";"uca";"uca";"uca_mud";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"3659";"05/03/2020";"30";"wet";"sand";NA;50;0;0;0;0;"0";NA;"N";"N";"só tem uma fina camada de mud";NA;"Bubaque";"banco_grande_sul";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sand";"wet";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_NA";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3660";"05/03/2020";"80";"wet";"mud";"uca";5;0;0;0;0;"100";"H";"N";"N";NA;NA;"Bubaque";"banco_grande_sul";"3660";0;0.6;2.77;73.24;23.39;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";103.951;3.832;10.219;76.612;23.388;"Very Fine Sand";"Very Fine Sand";"mud";"wet";"mud";"uca";"uca";"uca";"uca";"uca_mud";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"3661";"05/03/2020";"10";"wet";"muddy_sand";"uca";0;0;0;0;0;"100";"H";"N";"N";"uca clara";NA;"Bubaque";"banco_grande_sul";"3661";0;0.24;1.1;90.33;8.33;"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Sand";118.973;3.071;49.262;91.667;8.333;"Very Fine Sand";"Very Fine Sand";"muddy_sand";"wet";"muddy_sand";"uca";"uca";"uca";"uca";"uca_muddy_sand";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"36610";"03/03/2020";"30";"wet";"muddy_sand";"uca";30;0;0;0;15;"100";"H";"N";"N";NA;NA;"Mosquitos";"mosquitos";"36610";0;2.53;5.21;84.5;7.76;"Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Sand";125.467;2.995;54.45;92.235;7.765;"Fine Sand";"Fine Sand";"muddy_sand";"wet";"muddy_sand";"uca";"uca";"uca";"uca";"uca_muddy_sand";"uca_Fine Sand";"flooded";"wet";"other";"other";"other";"uca";"other";"other";"uca"
"3662";"05/03/2020";"10";"wet";"muddy_sand";"uca";0;0;0;0;0;"100";"H";"N";"N";NA;NA;"Bubaque";"banco_grande_sul";"3661";0;0.24;1.1;90.33;8.33;"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Sand";118.973;3.071;49.262;91.667;8.333;"Very Fine Sand";"Very Fine Sand";"muddy_sand";"wet";"muddy_sand";"uca";"uca";"uca";"uca";"uca_muddy_sand";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"3663";"05/03/2020";"10";"wet";"muddy_sand";"uca";0;0;0;0;0;"100";"H";"N";"N";NA;NA;"Bubaque";"banco_grande_sul";"3661";0;0.24;1.1;90.33;8.33;"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Sand";118.973;3.071;49.262;91.667;8.333;"Very Fine Sand";"Very Fine Sand";"muddy_sand";"wet";"muddy_sand";"uca";"uca";"uca";"uca";"uca_muddy_sand";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"3664";"05/03/2020";"30";"wet";"sand";NA;40;0;0;0;0;"30";"H";"N";"N";"Foto whatsapp; as ucas na mancha à volta deslocavam-se em direcção ao ponto, aquando da nossa chegada";NA;"Bubaque";"banco_grande_sul";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sand";"wet";"sand";"bare_sediment";"bare_sediment";"mixed";"bare_sediment";"bare_sediment_sand";"bare_sediment_NA";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3665";"05/03/2020";"15";"wet";"muddy_sand";"uca";35;0;0;0;0;"30";"H";"N";"N";"as ucas na mancha à volta deslocavam-se em direcção ao ponto, aquando da nossa chegada";NA;"Bubaque";"banco_grande_sul";"3665";0;0.31;0.68;82.01;17;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";109.696;3.299;31.299;82.997;17.003;"Very Fine Sand";"Very Fine Sand";"muddy_sand";"wet";"muddy_sand";"uca";"bare_sediment";"mixed";"bare_sediment";"bare_sediment_muddy_sand";"bare_sediment_Very Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3666";"05/03/2020";"30";"wet";"sand";NA;25;0;0;0;0;"0";NA;"N";"N";NA;NA;"Bubaque";"banco_grande_sul";"3666";0;0.35;4.22;93.49;1.94;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";127.968;2.966;59.079;98.064;1.936;"Fine Sand";"Fine Sand";"sand";"wet";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_Fine Sand";"dry";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3667";"05/03/2020";"45";"wet";"muddy_sand";NA;25;0;0;0;0;"0";NA;"N";"N";NA;NA;"Bubaque";"banco_grande_sul";"3667";0;0.64;4.43;88.68;6.25;"Very Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Sand";124.358;3.007;54.27;93.751;6.249;"Very Fine Sand";"Very Fine Sand";"muddy_sand";"wet";"muddy_sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_muddy_sand";"bare_sediment_Very Fine Sand";"dry";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3668";"05/03/2020";"30";"wet";"muddy_sand";NA;25;0;0;0;0;"0";NA;"N";"N";NA;NA;"Bubaque";"banco_grande_sul";"3667";0;0.64;4.43;88.68;6.25;"Very Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Sand";124.358;3.007;54.27;93.751;6.249;"Very Fine Sand";"Very Fine Sand";"muddy_sand";"wet";"muddy_sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_muddy_sand";"bare_sediment_Very Fine Sand";"dry";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3669";"05/03/2020";"10";"dry";"muddy_sand";"uca";0;0;0;0;0;"100";"H";"N";"N";NA;NA;"Bubaque";"banco_grande_sul";"3669";0;0.22;1.35;88.26;10.16;"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Muddy Sand";117.361;3.091;47.332;89.836;10.164;"Very Fine Sand";"Very Fine Sand";"muddy_sand";"dry";"muddy_sand";"uca";"uca";"uca";"uca";"uca_muddy_sand";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"3670";"05/03/2020";"10";"dry";"muddy_sand";"uca";0;0;0;0;0;"100";"H";"N";"N";NA;NA;"Bubaque";"banco_grande_sul";"3669";0;0.22;1.35;88.26;10.16;"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Muddy Sand";117.361;3.091;47.332;89.836;10.164;"Very Fine Sand";"Very Fine Sand";"muddy_sand";"dry";"muddy_sand";"uca";"uca";"uca";"uca";"uca_muddy_sand";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"3671";"05/03/2020";"15";"dry";"muddy_sand";"uca";0;0;0;0;0;"100";"H";"N";"N";NA;NA;"Bubaque";"banco_grande_sul";"3671";0;0.24;1.54;91.43;6.79;"Very Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Sand";120.85;3.049;51.307;93.213;6.787;"Very Fine Sand";"Very Fine Sand";"muddy_sand";"dry";"muddy_sand";"uca";"uca";"uca";"uca";"uca_muddy_sand";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"36710";"03/03/2020";"10";"wet";"mud";NA;10;0;0;0;0;"0";NA;"N";"N";NA;NA;"Mosquitos";"mosquitos";"36710";0;2.89;6.97;79.06;11.09;"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Muddy Sand";124.161;3.01;51.801;88.914;11.086;"Very Fine Sand";"Very Fine Sand";"mud";"wet";"mud";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_mud";"bare_sediment_Very Fine Sand";"dry";"dry";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3672";"05/03/2020";"25";"dry";"muddy_sand";"uca";0;0;0;0;0;"100";"H";"N";"N";NA;NA;"Bubaque";"banco_grande_sul";"3671";0;0.24;1.54;91.43;6.79;"Very Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Sand";120.85;3.049;51.307;93.213;6.787;"Very Fine Sand";"Very Fine Sand";"muddy_sand";"dry";"muddy_sand";"uca";"uca";"uca";"uca";"uca_muddy_sand";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"3673";"05/03/2020";"5";"dry";"sand";NA;0;0;0;0;0;"0";NA;"N";"N";NA;NA;"Bubaque";"banco_grande_sul";"3673";0.15;13.3;65.88;20.53;0.14;"Medium Sand,Moderately Sorted,Fine Skewed,Very Leptokurtic";"Slightly Gravelly Sand";340.385;1.682;489.346;99.708;0.137;"Medium Sand";"Medium Sand";"sand";"dry";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_Medium Sand";"dry";"dry";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3674";"05/03/2020";"5";"dry";"sand";NA;0;0;0;0;0;"0";NA;"N";"N";NA;NA;"Bubaque";"banco_grande_sul";"3673";0.15;13.3;65.88;20.53;0.14;"Medium Sand,Moderately Sorted,Fine Skewed,Very Leptokurtic";"Slightly Gravelly Sand";340.385;1.682;489.346;99.708;0.137;"Medium Sand";"Medium Sand";"sand";"dry";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_Medium Sand";"dry";"dry";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3675";"05/03/2020";"5";"dry";"sand";NA;0;0;0;0;0;"0";NA;"N";"N";NA;NA;"Bubaque";"banco_grande_sul";"3673";0.15;13.3;65.88;20.53;0.14;"Medium Sand,Moderately Sorted,Fine Skewed,Very Leptokurtic";"Slightly Gravelly Sand";340.385;1.682;489.346;99.708;0.137;"Medium Sand";"Medium Sand";"sand";"dry";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_Medium Sand";"dry";"dry";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3676";"05/03/2020";"5";"dry";"sand";NA;0;0;0;0;0;"0";NA;"N";"N";NA;NA;"Bubaque";"banco_grande_sul";"3673";0.15;13.3;65.88;20.53;0.14;"Medium Sand,Moderately Sorted,Fine Skewed,Very Leptokurtic";"Slightly Gravelly Sand";340.385;1.682;489.346;99.708;0.137;"Medium Sand";"Medium Sand";"sand";"dry";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_Medium Sand";"dry";"dry";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3677";"05/03/2020";"5";"dry";"sand";NA;0;0;0;0;0;"0";NA;"N";"N";NA;NA;"Bubaque";"banco_grande_sul";"3677";0.04;7.63;58.39;33.6;0.34;"Medium Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Slightly Gravelly Sand";302.517;1.976;278.243;99.613;0.342;"Medium Sand";"Medium Sand";"sand";"dry";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_Medium Sand";"dry";"dry";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3678";"05/03/2020";"5";"dry";"sand";NA;0;0;0;0;0;"0";NA;"N";"N";NA;NA;"Bubaque";"banco_grande_sul";"3677";0.04;7.63;58.39;33.6;0.34;"Medium Sand,Moderately Sorted,Fine Skewed,Leptokurtic";"Slightly Gravelly Sand";302.517;1.976;278.243;99.613;0.342;"Medium Sand";"Medium Sand";"sand";"dry";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_Medium Sand";"dry";"dry";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3679";"05/03/2020";"15";"dry";"sand";"uca";0;0;0;0;0;"100";"H";"N";"N";NA;NA;"Bubaque";"banco_grande_sul";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sand";"dry";"sand";"uca";"uca";"uca";"uca";"uca_sand";"uca_NA";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"3680";"05/03/2020";"15";"dry";"sand";"uca";0;0;0;0;0;"100";"H";"N";"N";NA;NA;"Bubaque";"banco_grande_sul";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sand";"dry";"sand";"uca";"uca";"uca";"uca";"uca_sand";"uca_NA";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"3681";"05/03/2020";"25";"dry";"mud";"macroalgae";15;45;0;0;0;"30";"H";"S";"N";"manto verde de algas";NA;"Bubaque";"banco_grande_sul";"3681";0;0.35;2.37;68.43;28.85;"Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic";"Muddy Sand";96.464;4.142;5.474;71.151;28.849;"Very Coarse Silt";"Very Coarse Silt";"mud";"dry";"mud";"macroalgae";"macroalgae";"macroalgae";"macroalgae";"macroalgae";"macroalgae";"dry";"dry";"other";"macroalgae";"other";NA;"other";"other";"other"
"36810";"03/03/2020";"60";"wet";"sand";NA;10;0;25;0;0;"0";NA;"N";"N";NA;NA;"Mosquitos";"mosquitos";"36810";0;0;7.92;91.14;0.93;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";132.314;2.918;63.321;99.069;0.931;"Fine Sand";"Fine Sand";"sand";"wet";"sand";"bare_sediment";"shell";"mixed";"shell";"shell";"shell";"dry";"dry";"other";"other";"shell";NA;"other";"other";"other"
"3682";"05/03/2020";"20";"dry";"mud";"macroalgae";15;45;0;0;0;"30";"H";"S";"N";NA;NA;"Bubaque";"banco_grande_sul";"3681";0;0.35;2.37;68.43;28.85;"Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic";"Muddy Sand";96.464;4.142;5.474;71.151;28.849;"Very Coarse Silt";"Very Coarse Silt";"mud";"dry";"mud";"macroalgae";"macroalgae";"macroalgae";"macroalgae";"macroalgae";"macroalgae";"dry";"dry";"other";"macroalgae";"other";NA;"other";"other";"other"
"3684";"05/03/2020";"10";"dry";"mud";"uca";5;0;0;0;0;"100";"H";"N";"N";NA;NA;"Bubaque";"banco_grande_sul";"3684";0;0.13;0.8;74.94;24.14;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";101.375;3.906;9.002;75.862;24.138;"Very Fine Sand";"Very Fine Sand";"mud";"dry";"mud";"uca";"uca";"uca";"uca";"uca_mud";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"3685";"05/03/2020";"30";"wet";"mud";"macroalgae";30;50;0;0;0;"20";"H";"S";"N";"manto verde";NA;"Bubaque";"banco_grande_sul";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"mud";"wet";"mud";"macroalgae";"macroalgae";"macroalgae";"macroalgae";"macroalgae";"macroalgae";"flooded";"wet";"other";"macroalgae";"other";NA;"other";"other";"other"
