"Point";"Day";"Radius";"Class_1";"Class_2";"Class_3";"c_water";"c_mcrph";"c_shlls";"c_rocks";"c_chnnl";"c_uca";"uc_dnst";"greenss";"mangrov";"obs";"obs2";"Island";"site";"Sed_ID";"X2000";"X500";"X250";"X63";"X0";"Sedimnt";"Texture";"D50_um_";"Mn_fw_p";"Mn_fw_m";"Sand";"mud";"Sd_clss";"Sd_cls1";"Clss_22";"Clss_11";"Class_22";"Clss_33";"covr_vr";"cvr_vr1";"cvr_vrA";"cvr_sd_f";"cvr_sd_g";"WB";"WD";"rocks";"macro";"shells";"sedmnt0";"bsed";"bsed1";"uca"
"3169";"16/02/2020";"5";"dry";NA;"rock";0;0;0;100;0;"0";NA;"N";"N";"gravilha/rocha pequenina";NA;"Urok";"banco_abu";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"dry";NA;"rock";"rock";"rock";"rock";"rock";"rock";"dry";"dry";"rock";"other";"other";NA;"other";"other";"other"
"3170";"17/02/2020";"5";"dry";NA;"rock";5;0;30;70;0;"0";NA;"N";"N";"rock with oyster, dark and white colour";NA;"Urok";"praia_abu";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"dry";NA;"rock";"rock";"rock";"rock";"rock";"rock";"dry";"dry";"rock";"other";"other";NA;"other";"other";"other"
"3171";"17/02/2020";"10";"wet";"sandy_mud";NA;50;0;1;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sandy_mud";"wet";"sandy_mud";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sandy_mud";"bare_sediment_NA";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3172";"17/02/2020";"15";"dry";"sandy_mud";"rock";15;0;20;80;0;"0";NA;"N";"N";"rock with oyster e sedimento à mostra";NA;"Urok";"praia_abu";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sandy_mud";"dry";"sandy_mud";"rock";"rock";"rock";"rock";"rock";"rock";"dry";"dry";"rock";"other";"other";NA;"other";"other";"other"
"3173";"17/02/2020";"5";"dry";NA;"rock";0;0;20;80;0;"0";NA;"N";"N";"sem sedimento";NA;"Urok";"praia_abu";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"dry";NA;"rock";"rock";"rock";"rock";"rock";"rock";"dry";"dry";"rock";"other";"other";NA;"other";"other";"other"
"3173100";"02/03/2020";"25";"wet";"muddy_sand";NA;70;0;0;0;0;"0";NA;"N";"N";"brown algae under water";NA;"Bubaque";"banco_grande_norte";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"muddy_sand";"wet";"muddy_sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_muddy_sand";"bare_sediment_NA";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3174";"17/02/2020";"20";"wet";"muddy_sand";NA;40;0;0;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";"3174";0;0.36;8.3;86.71;4.63;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";129.583;2.948;59.265;95.369;4.631;"Fine Sand";"Fine Sand";"muddy_sand";"wet";"muddy_sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_muddy_sand";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3175";"17/02/2020";"40";"wet";"sand";NA;70;0;5;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";"3175";0;0.68;30.47;68.21;0.64;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";170.805;2.531;103.715;99.361;0.639;"Fine Sand";"Fine Sand";"sand";"wet";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3176";"17/02/2020";"50";"wet";"sand";NA;70;0;5;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";"3175";0;0.68;30.47;68.21;0.64;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";170.805;2.531;103.715;99.361;0.639;"Fine Sand";"Fine Sand";"sand";"wet";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3177";"17/02/2020";"50";"wet";"sand";NA;70;0;5;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";"3175";0;0.68;30.47;68.21;0.64;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";170.805;2.531;103.715;99.361;0.639;"Fine Sand";"Fine Sand";"sand";"wet";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3178";"17/02/2020";"20";"wet";"sand";NA;50;0;0;0;0;"0";NA;"N";"N";"similar a 3175, mas com sulcos muito marcados nas poças de água";NA;"Urok";"praia_abu";"3178";0.06;0.65;11.48;84.68;3.13;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Slightly Gravelly Sand";135.096;2.888;64.755;96.809;3.131;"Fine Sand";"Fine Sand";"sand";"wet";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3180";"17/02/2020";"40";"wet";"sand";NA;60;0;5;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";"3175";0;0.68;30.47;68.21;0.64;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";170.805;2.531;103.715;99.361;0.639;"Fine Sand";"Fine Sand";"sand";"wet";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3181";"17/02/2020";"50";"wet";"sand";NA;80;0;10;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";"3181";0;0.32;5.79;92.66;1.24;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";130.129;2.942;61.25;98.763;1.237;"Fine Sand";"Fine Sand";"sand";"wet";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3182";"17/02/2020";"70";"wet";"sand";NA;70;10;10;0;0;"0";NA;"N";"N";"Macroalgas e conchas espalhadas a cada 60 cm; pedaços de algas sempre debaixo de água";NA;"Urok";"praia_abu";"3182";0;0.01;19.58;79.77;0.64;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";147.819;2.727;79.804;99.356;0.644;"Fine Sand";"Fine Sand";"sand";"wet";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3183";"17/02/2020";"40";"wet";"sand";NA;70;5;5;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";"3183";0;1.04;14.38;83.85;0.74;"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";141.591;2.82;71.989;99.264;0.736;"Fine Sand";"Fine Sand";"sand";"wet";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3183100";"02/03/2020";"10";"wet";"muddy_sand";"macroalgae";80;20;0;0;0;"0";NA;"S";"N";"brown algae under water and above sed";NA;"Bubaque";"banco_grande_norte";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"muddy_sand";"wet";"muddy_sand";"macroalgae";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_muddy_sand";"bare_sediment_NA";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3184";"17/02/2020";"20";"wet";"sand";NA;50;0;0;0;0;"0";NA;"N";"N";"sedimento com relevo, parecido com 3178 mas com ligeira cor amarelada";NA;"Urok";"praia_abu";"3184";0;1.2;10.4;87.14;1.26;"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";136.198;2.876;66.685;98.743;1.257;"Fine Sand";"Fine Sand";"sand";"wet";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3185";"17/02/2020";"25";"wet";"sand";NA;50;0;0;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";"3184";0;1.2;10.4;87.14;1.26;"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";136.198;2.876;66.685;98.743;1.257;"Fine Sand";"Fine Sand";"sand";"wet";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3186";"17/02/2020";"30";"wet";"sand";NA;50;0;0;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";"3184";0;1.2;10.4;87.14;1.26;"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";136.198;2.876;66.685;98.743;1.257;"Fine Sand";"Fine Sand";"sand";"wet";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3187";"17/02/2020";"15";"wet";"sand";NA;50;0;1;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";"3184";0;1.2;10.4;87.14;1.26;"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";136.198;2.876;66.685;98.743;1.257;"Fine Sand";"Fine Sand";"sand";"wet";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3188";"17/02/2020";"50";"wet";"sand";NA;50;0;5;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";"3188";0;1.23;9.16;88.87;0.74;"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";135.258;2.886;66.075;99.263;0.737;"Fine Sand";"Fine Sand";"sand";"wet";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3189";"17/02/2020";"5";"wet";"muddy_sand";"shell";30;0;20;0;0;"0";NA;"N";"N";"foto MH 137-7528 e 7529";NA;"Urok";"praia_abu";"3189";0;2.97;6.82;89.22;0.99;"Fine Sand,Moderately Sorted,Coarse Skewed,Mesokurtic";"Sand";134.326;2.896;65.107;99.008;0.992;"Fine Sand";"Fine Sand";"muddy_sand";"wet";"muddy_sand";"shell";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_muddy_sand";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3190";"17/02/2020";"15";"wet";"muddy_sand";"shell";30;0;20;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";"3189";0;2.97;6.82;89.22;0.99;"Fine Sand,Moderately Sorted,Coarse Skewed,Mesokurtic";"Sand";134.326;2.896;65.107;99.008;0.992;"Fine Sand";"Fine Sand";"muddy_sand";"wet";"muddy_sand";"shell";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_muddy_sand";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3191";"17/02/2020";"50";"wet";"sand";NA;70;20;5;0;0;"0";NA;"N";"N";"algas sobretudo sob o lençol de agua";NA;"Urok";"praia_abu";"3191";0;0.51;11.13;87.46;0.91;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";136.566;2.872;67.194;99.094;0.906;"Fine Sand";"Fine Sand";"sand";"wet";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3192";"17/02/2020";"40";"wet";"sandy_mud";"macroalgae";85;15;1;0;0;"0";NA;"N";"N";"Foto MH 137-7530 e 7531;brown algae every 10 cm, but mostly uverwater";NA;"Urok";"praia_abu";"3192";0;0.02;10.49;88.74;0.75;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";135.37;2.885;66.17;99.247;0.753;"Fine Sand";"Fine Sand";"sandy_mud";"wet";"sandy_mud";"macroalgae";"water_body";"water_body";"bare_sediment";"bare_sediment_sandy_mud";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"other";"water_body";"other"
"3193";"17/02/2020";"30";"wet";"muddy_sand";"shell";60;15;30;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";"3193";0;3.8;21.03;74.29;0.88;"Fine Sand,Moderately Sorted,Coarse Skewed,Platykurtic";"Sand";156.725;2.613;90.734;99.124;0.876;"Fine Sand";"Fine Sand";"muddy_sand";"wet";"muddy_sand";"shell";"shell";"shell";"shell";"shell";"shell";"flooded";"wet";"other";"other";"shell";NA;"other";"other";"other"
"3193100";"02/03/2020";"15";"wet";"muddy_sand";"macroalgae";40;20;0;0;0;"0";NA;"S";"N";NA;NA;"Bubaque";"banco_grande_norte";"3183";0;1.04;14.38;83.85;0.74;"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";141.591;2.82;71.989;99.264;0.736;"Fine Sand";"Fine Sand";"muddy_sand";"wet";"muddy_sand";"macroalgae";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_muddy_sand";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3194";"17/02/2020";"10";"wet";"muddy_sand";"shell";60;0;50;0;0;"0";NA;"N";"N";"most shells underwater but very visible";NA;"Urok";"praia_abu";"3193";0;3.8;21.03;74.29;0.88;"Fine Sand,Moderately Sorted,Coarse Skewed,Platykurtic";"Sand";156.725;2.613;90.734;99.124;0.876;"Fine Sand";"Fine Sand";"muddy_sand";"wet";"muddy_sand";"shell";"shell";"shell";"shell";"shell";"shell";"flooded";"wet";"other";"other";"shell";NA;"other";"other";"other"
"3195";"17/02/2020";"40";"wet";"sand";"shell";20;0;80;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sand";"wet";"sand";"shell";"shell";"shell";"shell";"shell";"shell";"dry";"wet";"other";"other";"shell";NA;"other";"other";"other"
"3196";"17/02/2020";"30";"wet";"sand";"shell";30;0;60;0;0;"0";NA;"N";"N";"very small shells and pieces abundantly mixed with sediment, but even smaller";NA;"Urok";"praia_abu";"3196";0;18.21;37.39;43.86;0.54;"Medium Sand,Poorly Sorted,Symmetrical,Mesokurtic";"Sand";277.359;1.965;238.461;99.457;0.543;"Medium Sand";"Medium Sand";"sand";"wet";"sand";"shell";"shell";"shell";"shell";"shell";"shell";"flooded";"wet";"other";"other";"shell";NA;"other";"other";"other"
"3197";"17/02/2020";"5";"dry";"sand";NA;0;0;10;0;0;"0";NA;"N";"N";"very small shells and pieces abundantly mixed with sediment";NA;"Urok";"praia_abu";"3197";0;6.13;50.67;36.57;6.63;"Fine Sand,Poorly Sorted,Very Fine Skewed,Leptokurtic";"Sand";274.352;2.18;186.657;93.365;6.635;"Fine Sand";"Fine Sand";"sand";"dry";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_Fine Sand";"dry";"dry";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3198";"17/02/2020";"5";"dry";"sand";NA;0;0;10;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";"3197";0;6.13;50.67;36.57;6.63;"Fine Sand,Poorly Sorted,Very Fine Skewed,Leptokurtic";"Sand";274.352;2.18;186.657;93.365;6.635;"Fine Sand";"Fine Sand";"sand";"dry";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_Fine Sand";"dry";"dry";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3199";"17/02/2020";"10";"wet";"muddy_sand";NA;60;0;5;0;0;"0";NA;"N";"N";"very small shells and pieces abundantly mixed with sediment, but even smaller";NA;"Urok";"praia_abu";"3199";0;9.72;30.15;59.31;0.82;"Fine Sand,Poorly Sorted,Coarse Skewed,Mesokurtic";"Sand";197.549;2.343;133.958;99.181;0.819;"Fine Sand";"Fine Sand";"muddy_sand";"wet";"muddy_sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_muddy_sand";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3200";"17/02/2020";"15";"wet";"sand";NA;30;0;5;0;0;"0";NA;"N";"N";"very small shells and pieces abundantly mixed with sediment, but even smaller";NA;"Urok";"praia_abu";"3200";0;9.25;34.97;54.47;1.31;"Fine Sand,Poorly Sorted,Symmetrical,Mesokurtic";"Sand";216.004;2.285;149.827;98.695;1.305;"Fine Sand";"Fine Sand";"sand";"wet";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3201";"17/02/2020";"10";"wet";"sand";"shell";70;0;40;0;0;"0";NA;"N";"N";"deposito de combe similar a 3193";NA;"Urok";"praia_abu";"3201";0;13.22;34.44;51.64;0.71;"Fine Sand,Poorly Sorted,Symmetrical,Mesokurtic";"Sand";234.807;2.19;173.306;99.287;0.713;"Fine Sand";"Fine Sand";"sand";"wet";"sand";"shell";"shell";"shell";"shell";"shell";"shell";"flooded";"wet";"other";"other";"shell";NA;"other";"other";"other"
"3202";"17/02/2020";"10";"dry";"sand";NA;0;0;2;0;0;"0";NA;"N";"N";NA;NA;"Urok";"praia_abu";"3202";0;11.18;38.57;49.87;0.39;"Fine Sand,Poorly Sorted,Symmetrical,Mesokurtic";"Sand";248.223;2.167;185.635;99.609;0.391;"Fine Sand";"Fine Sand";"sand";"dry";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_Fine Sand";"dry";"dry";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3203";"17/02/2020";"50";"wet";"sand";"shell";40;0;90;0;0;"0";NA;"N";"N";"shell covered with brown sand, a lot of texture";NA;"Urok";"praia_abu";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sand";"wet";"sand";"shell";"shell";"shell";"shell";"shell";"shell";"flooded";"wet";"other";"other";"shell";NA;"other";"other";"other"
"3203100";"02/03/2020";"10";"wet";"muddy_sand";"macroalgae";40;20;0;0;0;"0";NA;"S";"N";NA;NA;"Bubaque";"banco_grande_norte";"3183";0;1.04;14.38;83.85;0.74;"Fine Sand,Moderately Sorted,Symmetrical,Mesokurtic";"Sand";141.591;2.82;71.989;99.264;0.736;"Fine Sand";"Fine Sand";"muddy_sand";"wet";"muddy_sand";"macroalgae";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_muddy_sand";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3204";"17/02/2020";"20";"wet";"sand";"shell";40;0;90;0;0;"0";NA;"N";"N";"shell covered with brown sand, a lot of texture";NA;"Urok";"praia_abu";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sand";"wet";"sand";"shell";"shell";"shell";"shell";"shell";"shell";"flooded";"wet";"other";"other";"shell";NA;"other";"other";"other"
"3205";"17/02/2020";"20";"wet";"sand";"macroalgae";50;40;2;0;0;"0";NA;"N";"N";"macroalgae brown and spaced ca. 20 cm";NA;"Urok";"praia_abu";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sand";"wet";"sand";"macroalgae";"macroalgae";"macroalgae";"macroalgae";"macroalgae";"macroalgae";"flooded";"wet";"other";"macroalgae";"other";NA;"other";"other";"other"
"3213";"18/02/2020";"15";"wet";"sandy_mud";NA;40;0;2;0;0;"0";NA;"N";"N";NA;NA;"Urok";"banco_pre_roost";"3213";0;0.35;0.89;88.3;10.47;"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Muddy Sand";116.776;3.098;46.79;89.533;10.467;"Very Fine Sand";"Very Fine Sand";"sandy_mud";"wet";"sandy_mud";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sandy_mud";"bare_sediment_Very Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3213100";"02/03/2020";"10";"dry";"muddy_sand";"uca";0;0;0;0;0;"100";"H";"N";"N";"mais claro";NA;"Bubaque";"banco_grande_norte";"3213100";0;0.5;2.35;86.37;10.78;"Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic";"Muddy Sand";117.801;3.086;47.379;89.218;10.782;"Very Fine Sand";"Very Fine Sand";"muddy_sand";"dry";"muddy_sand";"uca";"uca";"uca";"uca";"uca_muddy_sand";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"3214";"18/02/2020";"20";"dry";"mud";"uca";15;0;2;0;20;"80";"H";"N";"N";"UCA ESCURA COM CANAIS LARGOS A ATRAVESSAR, NÃO MUITO WET, talvez dry";NA;"Urok";"banco_pre_roost";"3214";0;0.14;1.88;82.66;15.32;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";112.333;3.154;41.723;84.684;15.316;"Very Fine Sand";"Very Fine Sand";"mud";"dry";"mud";"uca";"uca";"uca";"uca";"uca_mud";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"3215";"18/02/2020";"15";"wet";"sand";NA;40;0;2;0;0;"0";NA;"N";"N";"some patches of greeness of microalgae origin, but barely noticable";NA;"Urok";"banco_pre_roost";"3215";0.08;2.74;3.76;92.31;1.11;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Slightly Gravelly Sand";130.72;2.935;61.823;98.812;1.113;"Fine Sand";"Fine Sand";"sand";"wet";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3216";"18/02/2020";"15";"wet";"sand";NA;50;0;2;0;0;"0";NA;"N";"N";"some patches of greeness of microalgae origin, but barely noticable";NA;"Urok";"banco_pre_roost";"3215";0.08;2.74;3.76;92.31;1.11;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Slightly Gravelly Sand";130.72;2.935;61.823;98.812;1.113;"Fine Sand";"Fine Sand";"sand";"wet";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3217";"18/02/2020";"50";"wet";"sand";NA;50;0;2;0;0;"0";NA;"N";"N";"some patches of greeness of microalgae origin, but barely noticable";NA;"Urok";"banco_pre_roost";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sand";"wet";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_NA";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3218";"18/02/2020";"25";"wet";"sand";NA;70;0;10;0;0;"0";NA;"N";"N";"large dead combe shells, every 80 cm";NA;"Urok";"banco_pre_roost";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sand";"wet";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_NA";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3219";"18/02/2020";"20";"wet";"sand";NA;30;0;10;0;0;"0";NA;"N";"N";"large dead combe shells, every 80 cm";NA;"Urok";"banco_pre_roost";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"sand";"wet";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_NA";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
"3220";"18/02/2020";"15";"wet";"muddy_sand";"uca";30;0;0;0;0;"100";"L";"N";"N";"uca com sedimento de cor muito clara, foto 137-7532/33/34";NA;"Urok";"banco_pre_roost";"3220";0;1.06;4.47;89.38;5.09;"Fine Sand,Moderately Sorted,Symmetrical,Platykurtic";"Sand";125.934;2.989;56.043;94.912;5.088;"Fine Sand";"Fine Sand";"muddy_sand";"wet";"muddy_sand";"uca";"uca";"uca";"uca";"uca_muddy_sand";"uca_Fine Sand";"flooded";"wet";"other";"other";"other";"uca";"other";"other";"uca"
"3221";"18/02/2020";"10";"dry";"mud";"uca";10;0;1;0;0;"100";"H";"N";"N";"uca escura, foto 137-7535/36";NA;"Urok";"banco_pre_roost";"3221";0;0.24;0.58;84.56;14.62;"Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic";"Muddy Sand";112.145;3.157;41.914;85.376;14.624;"Very Fine Sand";"Very Fine Sand";"mud";"dry";"mud";"uca";"uca";"uca";"uca";"uca_mud";"uca_Very Fine Sand";"dry";"dry";"other";"other";"other";"uca";"other";"other";"uca"
"3222";"18/02/2020";"15";"wet";"sand";NA;40;0;2;0;0;"0";NA;"N";"N";NA;NA;"Urok";"banco_pre_roost";"3222";0;1.3;3.42;92.26;3.03;"Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic";"Sand";127.089;2.976;57.877;96.97;3.03;"Fine Sand";"Fine Sand";"sand";"wet";"sand";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment";"bare_sediment_sand";"bare_sediment_Fine Sand";"flooded";"wet";"other";"other";"other";"bare_sediment";"bare_sediment";"bare_sediment";"other"
