"Point","Day","Radius","Class_1","Class_2","Class_3","c_water","c_mcrph","c_shlls","c_rocks","c_chnnl","c_uca","uc_dnst","greenss","mangrov","sed_Id","obs","obs2","Island","site","Sd_ID_1","X2000","X500","X250","X63","X0","sedID","Sedimnt","Texture","D50_um_","Mn_fw_p","Mn_fw_m","Sand","mud","Sd_clss","Sd_cls1","Clss_22","Clss_11","Class_22","Clss_33","covr_vr","cvr_vr1","WB","rocks","macro","shells","sedmnt0","bsed","uca"
"3806","07/03/2020","10","wet","muddy_sand",NA,30,0,0,0,0,"5","L","N","N","3805",NA,NA,"Bubaque","banco_grande_centro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"muddy_sand","wet","muddy_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3807","07/03/2020","50","wet","sand",NA,35,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Bubaque","banco_grande_centro",3807,0,0.14,2.46,72.83,5.32,"X3807","Very Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic","Sand",122.31,3.031,52.518,93.412,6.588,"Very Fine Sand","Very Fine Sand","sand","wet","sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3808","07/03/2020","20","wet","muddy_sand","uca",0,0,0,0,0,"100","H","N","N","37910",NA,NA,"Bubaque","banco_grande_centro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"muddy_sand","wet","muddy_sand","uca","uca","uca","dry","other","other","other","uca","other","uca"
"38081","08/03/2020","20","wet","beach_sand",NA,35,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","wet","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3809","08/03/2020","30","wet","muddy_sand",NA,45,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Bubaque","bijante_sul",3809,0,0.11,3.09,87.75,2.51,"X3809","Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic","Sand",126.181,2.986,57.254,97.314,2.686,"Fine Sand","Fine Sand","muddy_sand","wet","muddy_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3810","08/03/2020","30","wet","sandy_mud",NA,40,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Bubaque","bijante_sul",3810,0,0.18,8.32,44.71,1.44,"X3810","Fine Sand,Moderately Sorted,Symmetrical,Platykurtic","Sand",139.927,2.837,69.383,97.365,2.635,"Fine Sand","Fine Sand","sandy_mud","wet","sandy_mud","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3811","07/03/2020","5","wet","muddy_sand","uca",10,0,0,0,0,"100","H","N","N","37910",NA,NA,"Bubaque","banco_grande_centro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"muddy_sand","wet","muddy_sand","uca","uca","uca","dry","other","other","other","uca","other","uca"
"38111","08/03/2020","10","wet","beach_sand",NA,25,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","wet","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3812","08/03/2020","15","wet","beach_sand",NA,25,0,0,0,0,"0",NA,"N","N","38111",NA,NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","wet","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3813","08/03/2020","25","wet","muddy_sand",NA,45,0,0,0,0,"0",NA,"N","N","3809",NA,NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"muddy_sand","wet","muddy_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3814","08/03/2020","10","wet","muddy_sand","uca",30,0,0,0,0,"100","H","N","N",NA,"uca escura discernível",NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"muddy_sand","wet","muddy_sand","uca","uca","uca","dry","other","other","other","uca","other","uca"
"3815","08/03/2020","10","wet","muddy_sand","uca",30,0,0,0,0,"100","H","N","N","3814",NA,NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"muddy_sand","wet","muddy_sand","uca","uca","uca","dry","other","other","other","uca","other","uca"
"3816","08/03/2020","30","wet","muddy_sand",NA,40,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"muddy_sand","wet","muddy_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3817","08/03/2020","20","wet","beach_sand",NA,30,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Bubaque","bijante_sul",3817,0,1.64,69.15,37.1,0.32,"X3817","Fine Sand,Moderately Sorted,Very Fine Skewed,Mesokurtic","Sand",295.512,2.021,263.643,99.704,0.296,"Fine Sand","Fine Sand","beach_sand","wet","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3818","08/03/2020","40","wet","beach_sand",NA,30,0,0,0,0,"0",NA,"N","N","3817",NA,NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","wet","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3819","08/03/2020","15","dry","beach_sand",NA,0,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","dry","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3820","08/03/2020","15","dry","beach_sand",NA,0,0,0,0,0,"0",NA,"N","N","3819",NA,NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","dry","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3821","07/03/2020","5","dry","beach_sand","uca",0,0,0,0,0,"100","H","N","N",NA,"uca clara",NA,"Bubaque","banco_grande_centro",3821,0,0.7,2.83,97.41,0.85,"X3821","Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic","Sand",127.901,2.967,59.464,99.165,0.835,"Fine Sand","Fine Sand","beach_sand","dry","beach_sand","uca","uca","uca","dry","other","other","other","uca","other","uca"
"38211","08/03/2020","15","dry","beach_sand",NA,0,0,0,0,0,"0",NA,"N","N","3819",NA,NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","dry","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3822","08/03/2020","20","dry","beach_sand",NA,0,0,0,0,0,"0",NA,"N","N","3819",NA,NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","dry","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3823","08/03/2020","20","dry","beach_sand",NA,0,0,0,0,0,"0",NA,"N","N","3819",NA,NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","dry","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3824","08/03/2020","20","dry","beach_sand",NA,0,0,0,0,0,"0",NA,"N","N","3819",NA,NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","dry","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3825","08/03/2020","20","dry","beach_sand",NA,0,0,0,0,0,"0",NA,"N","N","3819",NA,NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","dry","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3826","08/03/2020","20","dry","beach_sand",NA,0,0,0,0,0,"0",NA,"N","N","3819",NA,NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","dry","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3827","08/03/2020","20","dry","beach_sand",NA,0,0,0,0,0,"0",NA,"N","N","3819",NA,NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","dry","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3828","08/03/2020","25","wet","sand",NA,40,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sand","wet","sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3829","08/03/2020","20","dry",NA,"rock",0,0,70,30,0,"0",NA,"N","N",NA,"rocha grande com muita ostra por cima, dos 100% de rocha, 70 estão cobertos por ostra",NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dry",NA,"rock","rock","rock","dry","rock","other","other",NA,"other","other"
"3830","08/03/2020","20","dry",NA,"rock",0,0,50,50,0,"0",NA,"N","N",NA,"rocha grande com muita ostra por cima, dos 100% de rocha, 50 estão cobertos por ostra",NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dry",NA,"rock","rock","rock","dry","rock","other","other",NA,"other","other"
"3831","07/03/2020","5","dry","beach_sand","uca",0,0,0,0,0,"100","H","N","N","3821","uca clara",NA,"Bubaque","banco_grande_centro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","dry","beach_sand","uca","uca","uca","dry","other","other","other","uca","other","uca"
"38311","08/03/2020","10","dry",NA,"rock",0,0,50,50,0,"0",NA,"N","N",NA,"rocha mais pequena com muita ostra por cima, dos 100% de rocha, 50 estão cobertos por ostra",NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dry",NA,"rock","rock","rock","dry","rock","other","other",NA,"other","other"
"3832","08/03/2020","15","dry",NA,"rock",0,0,90,10,0,"0",NA,"N","N",NA,"rocha mais pequena com muita ostra por cima, dos 100% de rocha, 90 estão cobertos por ostra",NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dry",NA,"rock","rock","shell","dry","rock","other","other",NA,"other","other"
"3833","08/03/2020","10","dry",NA,"gravel_rock",0,0,0,100,0,"0",NA,"N","N",NA,"gravilha escura e rocha",NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dry",NA,"gravel_rock","rock","rock","dry","rock","other","other",NA,"other","other"
"3834","08/03/2020","10","dry",NA,"gravel_rock",0,0,0,100,0,"0",NA,"N","N",NA,"gravilha escura e rocha",NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dry",NA,"gravel_rock","rock","rock","dry","rock","other","other",NA,"other","other"
"3835","08/03/2020","10","dry",NA,"gravel_rock",0,0,0,100,0,"0",NA,"N","N",NA,"gravilha escura e rocha",NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dry",NA,"gravel_rock","rock","rock","dry","rock","other","other",NA,"other","other"
"3836","08/03/2020","10","dry",NA,"gravel_rock",0,0,0,100,0,"0",NA,"N","N",NA,"gravilha escura e rocha",NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dry",NA,"gravel_rock","rock","rock","dry","rock","other","other",NA,"other","other"
"3837","08/03/2020","15","dry",NA,"gravel_rock",0,0,0,100,0,"0",NA,"N","N",NA,"gravilha escura e rocha",NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dry",NA,"gravel_rock","rock","rock","dry","rock","other","other",NA,"other","other"
"3841","07/03/2020","5","dry","beach_sand","uca",0,0,0,0,0,"100","H","N","N","3821","uca clara",NA,"Bubaque","banco_grande_centro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","dry","beach_sand","uca","uca","uca","dry","other","other","other","uca","other","uca"
"38411","08/03/2020","50","wet","sand",NA,45,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Bubaque","bijante_sul",38411,0,0.3,10.77,81.87,2.08,"X38411","Fine Sand,Moderately Sorted,Symmetrical,Platykurtic","Sand",135.365,2.885,65.469,97.811,2.189,"Fine Sand","Fine Sand","sand","wet","sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3842","08/03/2020","50","dry","beach_sand",NA,5,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Bubaque","bijante_sul",3842,0,7.73,44.21,47.43,0.19,"X3842","Fine Sand,Poorly Sorted,Fine Skewed,Mesokurtic","Sand",258.611,2.155,195.74,99.809,0.191,"Fine Sand","Fine Sand","beach_sand","dry","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3843","08/03/2020","60","dry","beach_sand",NA,5,0,0,0,0,"0",NA,"N","N","3842",NA,NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","dry","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3844","08/03/2020","40","dry","beach_sand",NA,5,0,0,0,0,"0",NA,"N","N","3842",NA,NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","dry","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3845","08/03/2020","35","wet","sand",NA,25,0,5,0,15,"0",NA,"N","N",NA,NA,NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sand","wet","sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3846","08/03/2020","10","dry",NA,"rock",0,0,0,80,0,"0",NA,"N","N",NA,"rocha pequena com sedimento escuro",NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dry",NA,"rock","rock","rock","dry","rock","other","other",NA,"other","other"
"3847","08/03/2020","5","dry",NA,"rock",0,0,0,80,0,"0",NA,"N","N",NA,"rocha pequena com sedimento escuro",NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"dry",NA,"rock","rock","rock","dry","rock","other","other",NA,"other","other"
"3848","08/03/2020","20","wet","sand","shell",65,0,20,0,0,"0",NA,"N","N",NA,"Foto whatsapp; sedimento com conchas inundado",NA,"Bubaque","bijante_sul",3848,0,12.03,26.22,54.71,0.69,"X3848","Fine Sand,Poorly Sorted,Coarse Skewed,Mesokurtic","Sand",201.427,2.298,140.671,99.263,0.737,"Fine Sand","Fine Sand","sand","wet","sand","shell","bare_sediment","bare_sediment","flooded","other","other","other","bare_sediment","bare_sediment","other"
"3849","08/03/2020","30","wet","sand","shell",40,0,60,0,0,"0",NA,"N","N",NA,NA,NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sand","wet","sand","shell","shell","shell","dry","other","other","shell",NA,"other","other"
"3850","08/03/2020","20","wet","sand",NA,30,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sand","wet","sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3851","07/03/2020","15","wet","beach_sand",NA,35,0,0,0,0,"0",NA,"N","N",NA,"algum relevo",NA,"Bubaque","banco_grande_centro",3851,0,0.34,1.23,68.72,0.98,"X3851","Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic","Sand",126.244,2.986,57.824,98.625,1.375,"Fine Sand","Fine Sand","beach_sand","wet","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"38511","08/03/2020","15","wet","beach_sand",NA,50,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","wet","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3852","08/03/2020","15","wet","beach_sand",NA,50,0,0,0,0,"0",NA,"N","N","3851",NA,NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","wet","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3853","08/03/2020","30","wet","muddy_sand","shell",60,0,30,0,0,"0",NA,"N","N",NA,"concheiro inundado e com algum sedimento",NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"muddy_sand","wet","muddy_sand","shell","shell","shell","flooded","other","other","shell",NA,"other","other"
"3854","08/03/2020","10","dry","muddy_sand","uca",0,0,0,0,0,"100","H","N","N",NA,"uca escura",NA,"Bubaque","bijante_sul",3854,0,0.21,3.65,83.62,4.67,"X3854","Very Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic","Sand",124.664,3.004,55.022,94.932,5.068,"Very Fine Sand","Very Fine Sand","muddy_sand","dry","muddy_sand","uca","uca","uca","dry","other","other","other","uca","other","uca"
"3855","08/03/2020","10","dry","muddy_sand","uca",0,0,0,0,0,"100","H","N","N","3854","uca escura",NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"muddy_sand","dry","muddy_sand","uca","uca","uca","dry","other","other","other","uca","other","uca"
"3856","08/03/2020","10","dry","muddy_sand","uca",0,0,0,0,0,"100","H","N","N","3854","uca escura",NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"muddy_sand","dry","muddy_sand","uca","uca","uca","dry","other","other","other","uca","other","uca"
"3857","08/03/2020","10","dry","muddy_sand","uca",0,0,0,0,0,"100","H","N","N","3854","uca escura",NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"muddy_sand","dry","muddy_sand","uca","uca","uca","dry","other","other","other","uca","other","uca"
"3858","08/03/2020","20","wet","sand",NA,25,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"sand","wet","sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3859","08/03/2020","15","dry","beach_sand",NA,0,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Bubaque","bijante_sul",3859,0,1.16,7.44,101.36,0.4,"X3859","Fine Sand,Moderately Sorted,Symmetrical,Platykurtic","Sand",132.695,2.914,63.914,99.638,0.362,"Fine Sand","Fine Sand","beach_sand","dry","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3860","08/03/2020","20","dry","beach_sand",NA,0,0,0,0,0,"0",NA,"N","N","3859",NA,NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","dry","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3861","07/03/2020","20","wet","beach_sand",NA,35,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Bubaque","banco_grande_centro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","wet","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"38611","08/03/2020","25","dry","muddy_sand",NA,5,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Bubaque","bijante_sul",38611,0,0.37,2.83,52.12,8.13,"X38611","Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic","Muddy Sand",117.579,3.088,46.301,87.187,12.813,"Very Fine Sand","Very Fine Sand","muddy_sand","dry","muddy_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3862","08/03/2020","25","dry","mud","uca",5,0,0,0,5,"100","H","N","N",NA,"real uca, dark mud",NA,"Bubaque","bijante_sul",3862,0,0.02,4.64,47.13,6.14,"X3862","Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic","Muddy Sand",122.812,3.025,51.065,89.401,10.599,"Very Fine Sand","Very Fine Sand","mud","dry","mud","uca","uca","uca","dry","other","other","other","uca","other","uca"
"3863","08/03/2020","10","dry","mud","uca",5,0,0,0,5,"100","H","N","N","3862","real uca, dark mud",NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mud","dry","mud","uca","uca","uca","dry","other","other","other","uca","other","uca"
"3864","08/03/2020","20","dry","mud","uca",5,0,0,0,5,"100","H","N","N","3862","real uca, dark mud",NA,"Bubaque","bijante_sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mud","dry","mud","uca","uca","uca","dry","other","other","other","uca","other","uca"
"3865","08/03/2020","20","wet","sandy_mud",NA,40,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Bubaque","bijante_sul",3865,0,0.24,3.85,41.22,5.3,"X3865","Very Fine Sand,Poorly Sorted,Fine Skewed,Very Leptokurtic","Muddy Sand",122.986,3.023,51.255,89.528,10.472,"Very Fine Sand","Very Fine Sand","sandy_mud","wet","sandy_mud","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3866","08/03/2020","30","wet","beach_sand",NA,45,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Bubaque","bijante_sul",3866,0,0.37,3.78,72.9,0.39,"X3866","Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic","Sand",130.04,2.943,61.477,99.496,0.504,"Fine Sand","Fine Sand","beach_sand","wet","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3867","08/03/2020","15","wet","sandy_mud",NA,25,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Bubaque","bijante_sul",3867,0,0.27,4.58,50.21,2.76,"X3867","Fine Sand,Moderately Sorted,Symmetrical,Platykurtic","Sand",129.151,2.953,58.837,95.227,4.773,"Fine Sand","Fine Sand","sandy_mud","wet","sandy_mud","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3871","07/03/2020","5","wet","beach_sand","macroalgae",60,30,0,0,0,"0",NA,"S","N",NA,"brown algae",NA,"Bubaque","banco_grande_centro",3871,0,0.06,0.29,105.4,1.41,"X3871","Very Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic","Sand",124.632,3.004,56.475,98.684,1.316,"Very Fine Sand","Very Fine Sand","beach_sand","wet","beach_sand","macroalgae","macroalgae","macroalgae","flooded","other","macroalgae","other",NA,"other","other"
"3881","07/03/2020","5","wet","beach_sand","macroalgae",60,30,0,0,0,"0",NA,"S","N","3871","brown algae",NA,"Bubaque","banco_grande_centro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","wet","beach_sand","macroalgae","macroalgae","macroalgae","flooded","other","macroalgae","other",NA,"other","other"
"3891","07/03/2020","20","wet","beach_sand",NA,35,0,0,0,0,"0",NA,"N","N","3851","menos relevo",NA,"Bubaque","banco_grande_centro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"beach_sand","wet","beach_sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
"3901","07/03/2020","5","wet","muddy_sand","uca",5,0,0,0,0,"100","H","N","N",NA,"uca clara",NA,"Bubaque","banco_grande_centro",3901,0,0.19,2.27,63.62,4.24,"X3901","Very Fine Sand,Moderately Sorted,Fine Skewed,Leptokurtic","Sand",123.102,3.022,53.372,93.97,6.03,"Very Fine Sand","Very Fine Sand","muddy_sand","wet","muddy_sand","uca","uca","uca","dry","other","other","other","uca","other","uca"
"3911","07/03/2020","5","wet","muddy_sand","uca",5,0,0,0,0,"100","H","N","N","3901","uca clara",NA,"Bubaque","banco_grande_centro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"muddy_sand","wet","muddy_sand","uca","uca","uca","dry","other","other","other","uca","other","uca"
"3921","07/03/2020","5","wet","muddy_sand","uca",5,0,0,0,0,"100","H","N","N","3901","uca clara",NA,"Bubaque","banco_grande_centro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"muddy_sand","wet","muddy_sand","uca","uca","uca","dry","other","other","other","uca","other","uca"
"3931","07/03/2020","20","wet","sand",NA,30,0,0,0,0,"0",NA,"N","N",NA,NA,NA,"Bubaque","banco_grande_centro",3931,0,0.53,4.78,87.37,2.79,"X3931","Fine Sand,Moderately Well Sorted,Symmetrical,Platykurtic","Sand",128.019,2.966,58.71,97.078,2.922,"Fine Sand","Fine Sand","sand","wet","sand","bare_sediment","bare_sediment","bare_sediment","dry","other","other","other","bare_sediment","bare_sediment","other"
